name,state_code,city,founded_at,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,category_code,status,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,months_to_first_funding,months_to_last_funding,label
EpiVax,RI,Providence,1998-01-01,1998-01-01,2012-11-01,8,3671000,analytics,operating,0,0,0,0,0,0,0,0,0,1,0,178,Failure
Epic Playground,CO,Boulder,2009-01-30,2011-12-01,2012-01-01,2,585000,analytics,operating,0,0,0,0,0,0,0,0,0,1,35,36,Failure
Epic Sciences,CA,La Jolla,2008-01-01,2012-11-13,2012-11-13,1,13000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,58,58,Success
Epizyme,MA,Cambridge,2007-01-01,2009-10-07,2011-10-14,4,51500000,biotech,ipo,0,0,0,0,0,0,0,1,0,0,33,57,Success
Epocrates,CA,San Mateo,1998-01-01,2000-08-17,2002-08-19,2,35000000,software,acquired,1,0,0,0,0,0,0,0,0,0,31,55,Success
Eponym,NY,Brooklyn,2010-04-01,2012-01-01,2012-01-01,1,1000000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,21,21,Failure
Epy.io,NY,Brooklyn,2013-07-01,2013-09-01,2013-09-01,1,120000,health,operating,0,0,0,0,0,0,0,0,0,1,2,2,Failure
EquaMetrics,NY,New York,2011-01-17,2011-05-15,2013-07-26,3,4500000,software,operating,1,0,0,0,0,0,0,0,0,0,4,30,Failure
EraGen Biosciences,WI,Madison,1994-01-01,2006-01-09,2006-01-09,1,12000000,biotech,acquired,0,0,0,0,0,0,0,1,0,0,144,144,Success
Escapia,WA,Seattle,2000-01-01,2006-10-04,2009-06-24,2,3600000,software,acquired,1,0,0,0,0,0,0,0,0,0,81,113,Success
Esperion Therapeutics,MI,Plymouth,2008-01-01,2008-05-01,2013-04-25,2,55750000,biotech,ipo,0,0,0,0,0,0,0,1,0,0,4,63,Success
"Essess, Inc",MA,Boston,2011-06-01,2012-04-16,2012-04-16,1,6000000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,10,10,Failure
Estately,WA,Seattle,2006-12-01,2008-04-24,2010-11-03,2,1250000,real_estate,operating,0,0,0,0,0,0,0,0,0,1,16,47,Failure
Estech,CA,"San Ramon,",1996-01-01,2008-12-17,2010-12-07,3,39000000,medical,operating,0,0,0,0,0,0,0,0,0,1,155,179,Success
Estimize,NY,New York,2011-05-01,2011-05-31,2012-09-11,2,1400000,finance,operating,0,0,0,0,0,0,0,0,0,1,0,16,Failure
Estimote,CA,Walnut,2012-04-01,2013-06-15,2013-06-15,1,300000,analytics,operating,0,0,0,0,0,0,0,0,0,1,14,14,Failure
Estorian,WA,Bellevue,2003-01-01,2006-04-27,2006-04-27,1,4500000,software,operating,1,0,0,0,0,0,0,0,0,0,39,39,Failure
Etelos,CA,San Mateo,1999-05-01,2009-09-30,2012-05-29,3,4087500,enterprise,closed,0,0,0,1,0,0,0,0,0,0,124,156,Failure
Etix,NC,Morrisville,1999-01-01,2008-04-21,2008-04-21,1,1000000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,111,111,Failure
Etology,CA,Foster City,2005-06-01,2006-11-13,2006-11-13,1,4000000,web,closed,0,1,0,0,0,0,0,0,0,0,17,17,Failure
Etsy,NY,Brooklyn,2005-06-18,2005-06-01,2012-05-09,7,91650000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,0,83,Success
Eucalyptus Systems,CA,Goleta,2009-01-01,2009-04-29,2012-04-18,3,55500000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,3,39,Success
Evalve,CA,Menlo Park,1999-01-01,2007-11-27,2007-11-27,1,60000000,biotech,acquired,0,0,0,0,0,0,0,1,0,0,106,106,Success
Eved,IL,Skokie,2010-01-01,2012-01-04,2013-01-31,2,11201619,web,operating,0,1,0,0,0,0,0,0,0,0,24,36,Success
EventVue,CO,Boulder,2007-05-01,2007-08-01,2007-09-01,2,455000,public_relations,closed,0,0,0,0,0,0,0,0,0,1,3,4,Failure
Eventbrite,CA,San Francisco,2006-01-01,2006-11-01,2013-04-22,7,139550000,web,operating,0,1,0,0,0,0,0,0,0,0,10,87,Success
Eventful,CA,San Diego,2004-01-01,2005-03-01,2008-10-15,3,19600000,web,operating,0,1,0,0,0,0,0,0,0,0,14,57,Success
Eventup,CA,Santa Monica,2011-07-01,2012-06-04,2012-06-04,1,1800000,web,operating,0,1,0,0,0,0,0,0,0,0,11,11,Failure
EverSpin Technologies,AZ,Chandler,2003-08-05,2008-04-22,2013-08-12,4,41770492,manufacturing,operating,0,0,0,0,0,0,0,0,0,1,56,120,Success
EverTrue,MA,Boston,2010-01-01,2011-03-01,2013-03-21,3,6550000,mobile,operating,0,0,1,0,0,0,0,0,0,0,14,38,Failure
Everdream,CA,Fremont,1998-01-01,2005-09-20,2005-09-20,1,20000000,software,acquired,1,0,0,0,0,0,0,0,0,0,92,92,Success
Everest Software,VA,Dulles,1994-01-01,2006-02-07,2006-02-07,1,8000000,enterprise,acquired,0,0,0,1,0,0,0,0,0,0,145,145,Success
Evergage,MA,Somerville,2010-09-01,2012-05-01,2012-05-01,1,2000000,software,operating,1,0,0,0,0,0,0,0,0,0,20,20,Failure
Evergram,CA,San Francisco,2011-12-08,2012-07-12,2013-07-03,2,1600000,messaging,operating,0,0,0,0,0,0,0,0,0,1,7,19,Failure
Everlane,CA,San Francisco,2010-01-01,2011-04-01,2011-04-01,1,1100000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,15,15,Failure
Everloop,CA,Danville,2011-02-01,2011-06-13,2011-06-13,1,3100000,social,operating,0,0,0,0,0,0,0,0,0,1,4,4,Failure
Evernote,CA,Redwood City,2004-01-01,2006-03-01,2012-11-30,8,250500000,web,operating,0,1,0,0,0,0,0,0,0,0,26,106,Success
Everpath,WA,Seattle,2013-01-01,2013-08-05,2013-08-05,1,118000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,7,7,Failure
Everpix,CA,San Francisco,2011-08-26,2011-11-18,2012-07-19,3,2425000,photo_video,operating,0,0,0,0,0,0,0,0,0,1,3,11,Failure
Everwise,NY,New York,2012-04-01,2012-05-01,2013-06-19,2,3450000,software,operating,1,0,0,0,0,0,0,0,0,0,1,14,Failure
EveryMove,WA,Seattle,2009-03-01,2011-01-01,2013-04-01,5,9192554,health,operating,0,0,0,0,0,0,0,0,0,1,22,49,Success
EveryScape,MA,Newton,2002-01-01,2005-01-01,2010-02-18,3,17500000,web,operating,0,1,0,0,0,0,0,0,0,0,36,97,Success
Everyday Health,NY,New York,2002-01-01,2003-02-01,2012-09-25,8,165489320,health,operating,0,0,0,0,0,0,0,0,0,1,13,128,Success
Everyday Solutions,MA,Concord,2000-01-01,2010-06-18,2010-06-18,1,2809010,mobile,operating,0,0,1,0,0,0,0,0,0,0,125,125,Failure
Everypoint,MA,Boston,2002-01-01,2005-06-30,2006-03-15,2,14000000,software,operating,1,0,0,0,0,0,0,0,0,0,41,50,Success
Evidon,NY,New York,2009-06-01,2009-01-01,2010-11-22,2,9500000,analytics,operating,0,0,0,0,0,0,0,0,0,1,5,17,Success
EvoApp,NC,Durham,2009-01-01,2010-10-15,2012-04-20,4,3939383,analytics,closed,0,0,0,0,0,0,0,0,0,1,21,39,Failure
Evogen,MO,Kansas City,2001-01-01,2008-11-17,2010-01-25,2,4041322,security,operating,0,0,0,0,0,0,0,0,0,1,94,108,Failure
Evolution Robotics,CA,Pasadena,2001-01-01,2008-11-10,2008-11-10,1,13880000,software,acquired,1,0,0,0,0,0,0,0,0,0,94,94,Success
Evolv,CA,San Francisco,2007-01-01,2008-01-29,2013-03-12,3,34250000,analytics,operating,0,0,0,0,0,0,0,0,0,1,12,74,Success
Evolve IP,PA,Wayne,2006-12-01,2008-01-18,2010-09-14,2,24300000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,13,45,Success
Evolver,CA,Aliso Viejo,2004-08-01,2008-08-01,2008-08-01,1,800000,games_video,operating,0,0,0,0,0,1,0,0,0,0,48,48,Failure
Evostor,CA,Campbell,2007-01-01,2008-11-01,2010-03-19,2,8000000,software,acquired,1,0,0,0,0,0,0,0,0,0,22,38,Success
Evoz,CA,"Los Altos,",2010-03-01,2010-03-01,2011-07-01,3,150000,hardware,operating,0,0,0,0,0,0,0,0,0,1,0,16,Failure
Evri,WA,Seattle,2007-07-01,2008-01-01,2012-06-14,3,11849203,news,operating,0,0,0,0,0,0,0,0,0,1,6,59,Success
ExaDigm,CA,Santa Ana,2000-01-01,2007-07-09,2007-07-09,1,12000000,hardware,operating,0,0,0,0,0,0,0,0,0,1,90,90,Success
ExaGrid Systems,MA,Westborough,2002-01-01,2005-03-28,2011-02-16,5,72100000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,38,109,Success
Exablox,CA,Mountain View,2010-01-01,2011-11-16,2012-12-18,2,29474999,hardware,operating,0,0,0,0,0,0,0,0,0,1,22,35,Success
ExactTarget,IN,Indianapolis,2000-12-01,2004-07-21,2012-10-24,7,238209999,software,acquired,1,0,0,0,0,0,0,0,0,0,43,142,Success
Exalt Communications,CA,Campbell,2004-01-01,2009-02-17,2009-02-17,1,15000000,mobile,operating,0,0,1,0,0,0,0,0,0,0,61,61,Success
Exaprotect,CA,Mountain View,2004-01-01,2006-07-10,2006-07-10,1,7660000,security,acquired,0,0,0,0,0,0,0,0,0,1,30,30,Success
Exavio,CA,Santa Clara,2002-01-01,2005-01-01,2006-05-01,2,10000000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,36,52,Success
Exclusively.in,NY,New York,2010-01-01,2010-11-03,2011-05-29,2,18800000,fashion,acquired,0,0,0,0,0,0,0,0,0,1,10,16,Success
ExecOnline,NY,New York,2012-04-01,2012-10-01,2013-07-10,2,2016100,education,operating,0,0,0,0,0,0,0,0,0,1,6,15,Failure
Exegy,MO,St. Louis,2003-01-01,2010-04-09,2013-02-11,2,11500000,hardware,operating,0,0,0,0,0,0,0,0,0,1,87,121,Success
Exeros,CA,Santa Clara,2002-01-01,2006-09-05,2006-09-05,1,12000000,software,acquired,1,0,0,0,0,0,0,0,0,0,56,56,Success
Exinda,MT,Boston,2002-01-01,2004-05-22,2013-07-03,3,19000000,software,operating,1,0,0,0,0,0,0,0,0,0,28,138,Success
Exit41,MA,Andover,1999-01-01,2007-02-04,2011-05-12,4,24200000,software,closed,1,0,0,0,0,0,0,0,0,0,97,148,Failure
Exo Labs,WA,Seattle,2011-12-19,2012-12-18,2013-07-17,2,1890000,mobile,operating,0,0,1,0,0,0,0,0,0,0,12,19,Failure
Exosome Diagnostics,NY,New York,2008-01-01,2010-05-11,2013-06-11,3,29500000,biotech,operating,0,0,0,0,0,0,0,1,0,0,28,65,Success
Expect Labs,CA,San Francisco,2011-01-01,2012-10-05,2013-07-22,3,2400000,software,operating,1,0,0,0,0,0,0,0,0,0,21,30,Failure
Expensify,CA,San Francisco,2008-05-01,2009-05-01,2010-09-07,2,6700000,software,operating,1,0,0,0,0,0,0,0,0,0,12,28,Failure
"Experience, Inc.",CO,Boulder,1996-01-01,2009-07-10,2009-07-10,1,4400000,web,operating,0,1,0,0,0,0,0,0,0,0,162,162,Failure
Expert TA,OK,Tulsa,2009-01-01,2012-11-07,2012-11-07,1,400000,education,operating,0,0,0,0,0,0,0,0,0,1,46,46,Failure
ExpertFlyer,NY,Patchogue,2004-03-05,2004-03-01,2004-03-01,1,30000,search,operating,0,0,0,0,0,0,0,0,0,1,0,0,Failure
ExploraMed,CA,Mountain View,1995-01-01,2008-04-29,2012-07-25,2,26500000,medical,operating,0,0,0,0,0,0,0,0,0,1,159,210,Success
Explorys,OH,Cleveland,2009-01-01,2010-08-02,2011-05-10,2,14050000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,19,28,Success
ExteNet Systems,IL,Lisle,2003-01-01,2008-05-19,2010-01-25,2,155900000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,64,84,Success
Extend Media,MA,Newton,1991-01-01,2006-03-16,2008-12-01,3,33200000,software,acquired,1,0,0,0,0,0,0,0,0,0,182,215,Success
Extension Entertainment,NY,New York,2010-03-01,2010-05-16,2012-02-15,3,2750000,web,operating,0,1,0,0,0,0,0,0,0,0,2,23,Failure
Extole,CA,San Francisco,2009-10-01,2009-04-01,2013-01-24,6,30950000,software,operating,1,0,0,0,0,0,0,0,0,0,6,39,Success
ExtraHop Networks,WA,Seattle,2007-01-01,2009-04-14,2011-05-03,2,19100000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,27,52,Success
Extraprise,MA,Boston,1997-01-01,2005-08-23,2005-08-23,1,5100000,consulting,operating,0,0,0,0,0,0,0,0,1,0,103,103,Failure
Extreme DA,CA,Santa Clara,2003-01-01,2007-04-05,2007-04-05,1,7380000,software,operating,1,0,0,0,0,0,0,0,0,0,51,51,Failure
Extreme Enterprises,FL,St Petersburg,2007-11-28,2008-05-09,2009-11-01,8,1455000,enterprise,closed,0,0,0,1,0,0,0,0,0,0,6,24,Failure
Extreme Reach,MA,Needham,2007-01-01,2009-01-23,2013-05-10,5,70600000,advertising,operating,0,0,0,0,1,0,0,0,0,0,24,76,Success
Eye-Fi,CA,Mountain View,2005-01-01,2007-06-11,2012-02-29,3,36500000,hardware,operating,0,0,0,0,0,0,0,0,0,1,29,85,Success
EyeSpot,CA,Torrance,2005-01-01,2006-10-01,2006-10-01,1,3700000,web,acquired,0,1,0,0,0,0,0,0,0,0,21,21,Success
EyeVerify,KS,Kansas City,2012-01-01,2012-05-25,2013-05-13,2,3800000,security,operating,0,0,0,0,0,0,0,0,0,1,4,16,Failure
EyeView,NY,New York,2007-11-01,2008-06-01,2013-07-25,5,19350001,advertising,operating,0,0,0,0,1,0,0,0,0,0,7,68,Success
Eyeona,CA,Los Gatos,2011-01-01,2011-10-10,2011-10-10,1,2000000,web,closed,0,1,0,0,0,0,0,0,0,0,9,9,Failure
F-Origin,CA,Pleasanton,2005-01-01,2007-06-15,2010-05-06,4,10885060,software,operating,1,0,0,0,0,0,0,0,0,0,29,64,Success
F.8 Interactive,CA,West Hollywood,2007-01-01,2013-04-30,2013-04-30,1,150000,games_video,operating,0,0,0,0,0,1,0,0,0,0,75,75,Failure
FD9 Group,CA,Los Angeles,2012-10-01,2012-09-24,2012-09-24,1,1808240,fashion,operating,0,0,0,0,0,0,0,0,0,1,1,1,Failure
FFFavs,CA,Santa Monica,2011-02-08,2011-05-02,2013-09-01,4,205000,news,operating,0,0,0,0,0,0,0,0,0,1,3,31,Failure
FIGS,CA,Culver City,2012-01-01,2013-07-02,2013-07-02,1,2000000,medical,operating,0,0,0,0,0,0,0,0,0,1,18,18,Failure
FORA.tv,CA,San Francisco,2005-01-01,2007-10-01,2008-05-01,2,8000000,games_video,operating,0,0,0,0,0,1,0,0,0,0,33,40,Success
FORMA Therapeutics,ME,Cambridge,2008-01-01,2008-04-14,2012-09-07,4,42500000,biotech,operating,0,0,0,0,0,0,0,1,0,0,3,56,Success
FORVM,CA,San Francisco,2012-05-11,2012-07-01,2013-06-01,2,642000,web,operating,0,1,0,0,0,0,0,0,0,0,2,13,Failure
FRX Polymers,MA,Chelmsford,2007-01-01,2009-07-27,2012-03-30,4,50475450,cleantech,operating,0,0,0,0,0,0,0,0,0,1,30,62,Success
FSA Store,NY,New York,2010-01-01,2011-05-23,2012-10-09,2,2800000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,16,33,Failure
FSV Payment Systems,FL,Jacksonville,1999-01-01,2009-03-02,2009-03-02,1,6000000,other,operating,0,0,0,0,0,0,0,0,0,1,122,122,Failure
FTRANS,GA,"Atlanta,",2003-01-01,2008-05-13,2013-07-19,3,14060000,software,operating,1,0,0,0,0,0,0,0,0,0,64,126,Success
Fab.com,NY,New York,2011-06-09,2010-01-28,2013-08-12,11,336325000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,17,26,Success
Fabkids,CA,San Francisco,2012-01-01,2012-08-02,2012-08-02,1,2600000,ecommerce,acquired,0,0,0,0,0,0,1,0,0,0,7,7,Success
Fabric7 Systems,CA,Mountain View,2002-01-01,2005-12-13,2005-12-13,1,18400000,hardware,operating,0,0,0,0,0,0,0,0,0,1,47,47,Success
Facebook,CA,Menlo Park,2004-02-01,2004-09-01,2011-01-21,11,2425700000,social,ipo,0,0,0,0,0,0,0,0,0,1,7,83,Success
Facio,OH,Columbus,2011-08-01,2011-08-01,2012-05-03,2,300000,software,operating,1,0,0,0,0,0,0,0,0,0,0,9,Failure
Factery,CA,Menlo Park,2009-04-01,2009-09-10,2009-09-10,1,1200000,web,operating,0,1,0,0,0,0,0,0,0,0,5,5,Failure
Factual,CA,Los Angeles,2007-01-01,2010-02-03,2010-12-09,3,27000000,mobile,operating,0,0,1,0,0,0,0,0,0,0,37,47,Success
Fair Observer,CA,Sunnyvale,2011-04-01,2010-08-01,2010-08-01,1,60000,analytics,operating,0,0,0,0,0,0,0,0,0,1,8,8,Failure
Fallbrook Technologies,CA,San Diego,1998-01-01,2009-01-12,2012-08-08,6,101987897,cleantech,operating,0,0,0,0,0,0,0,0,0,1,132,175,Success
FameCast,TX,Austin,2007-01-01,2007-06-01,2010-03-30,3,9700000,games_video,closed,0,0,0,0,0,1,0,0,0,0,5,38,Failure
"Famigo, Inc.",TX,Austin,2010-01-01,2009-04-22,2012-03-29,2,1020000,mobile,operating,0,0,1,0,0,0,0,0,0,0,9,26,Failure
Familiar,WA,Seattle,2011-01-01,2011-05-01,2012-09-18,2,1300000,photo_video,operating,0,0,0,0,0,0,0,0,0,1,4,20,Failure
FamilyFinds,CA,Santa Monica,2010-03-01,2010-12-01,2010-12-01,1,5750000,web,operating,0,1,0,0,0,0,0,0,0,0,9,9,Failure
FamilyLeaf,CA,San Francisco,2012-03-01,2012-01-01,2012-01-01,1,177000,social,operating,0,0,0,0,0,0,0,0,0,1,2,2,Failure
FamilyLink,UT,Provo,2006-06-01,2007-08-01,2008-02-25,2,3650000,web,operating,0,1,0,0,0,0,0,0,0,0,14,20,Failure
Familybuilder,NY,New York,2007-06-01,2008-02-21,2008-02-21,1,1500000,web,operating,0,1,0,0,0,0,0,0,0,0,8,8,Failure
FanBridge,NY,New York,2006-01-01,2009-03-01,2010-11-01,2,2350000,games_video,operating,0,0,0,0,0,1,0,0,0,0,38,58,Failure
FanChatter,MN,Minneapolis,2007-01-01,2009-06-01,2009-06-01,1,20000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,29,29,Failure
FanFueled,IL,Chicago,2010-01-01,2011-11-15,2012-09-01,2,1100000,advertising,operating,0,0,0,0,1,0,0,0,0,0,22,32,Failure
FanSnap,CA,San Mateo,2007-01-01,2008-11-24,2009-08-12,3,15700000,web,operating,0,1,0,0,0,0,0,0,0,0,22,31,Success
FanTrail,TX,Austin,2010-09-14,2011-04-15,2011-04-15,1,500000,mobile,operating,0,0,1,0,0,0,0,0,0,0,7,7,Failure
Fanatics,FL,Jacksonville,1995-01-01,2012-06-07,2013-06-06,2,395000000,ecommerce,acquired,0,0,0,0,0,0,1,0,0,0,209,221,Success
Fanbase,CA,San Francisco,2009-08-01,2009-08-24,2009-08-24,1,5000000,web,operating,0,1,0,0,0,0,0,0,0,0,0,0,Failure
Fancloud,CA,Woodland Hills,2011-02-19,2011-11-13,2011-11-19,2,217000,sports,operating,0,0,0,0,0,0,0,0,0,1,9,9,Failure
Fancorps,TX,Dallas,2005-01-01,2007-06-01,2007-06-01,1,100000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,29,29,Failure
Fancred,MA,Boston,2012-08-01,2012-11-28,2013-06-30,8,968000,social,operating,0,0,0,0,0,0,0,0,0,1,3,10,Failure
Fancy,NY,New York,2009-01-01,2009-06-01,2013-09-09,7,119400000,web,operating,0,1,0,0,0,0,0,0,0,0,5,56,Success
Fandeavor,NV,Las Vegas,2011-08-31,2012-08-01,2012-08-01,1,525000,sports,operating,0,0,0,0,0,0,0,0,0,1,12,12,Failure
Fangtek,CA,Cupertino,2003-01-01,2006-06-08,2006-06-08,1,12000000,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,41,41,Success
Fanminder,CA,San Francisco,2008-10-03,2011-11-01,2011-11-01,1,1000000,advertising,operating,0,0,0,0,1,0,0,0,0,0,37,37,Failure
Fanplayr,CA,Palo Alto,2011-01-01,2011-11-12,2013-01-16,2,2500000,software,operating,1,0,0,0,0,0,0,0,0,0,10,24,Failure
Fantasy Buzzer,NY,New York,2012-06-01,2013-02-12,2013-07-02,2,385000,sports,operating,0,0,0,0,0,0,0,0,0,1,8,13,Failure
Fanzter,CT,Unionville,2007-06-01,2008-01-01,2009-03-03,2,4000000,web,operating,0,1,0,0,0,0,0,0,0,0,7,21,Failure
Fanzy,CA,San Francisco,2011-02-01,2011-08-11,2013-03-25,4,1500000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,6,25,Failure
Farecast,WA,Seattle,2003-01-01,2004-10-01,2007-01-01,3,20600000,search,acquired,0,0,0,0,0,0,0,0,0,1,21,48,Success
Farelogix,FL,Miami,1998-01-01,2005-03-02,2005-03-02,1,6000000,software,operating,1,0,0,0,0,0,0,0,0,0,86,86,Failure
Farfetch,CA,Cerritos,2007-01-01,2010-07-09,2013-03-03,3,42500000,fashion,operating,0,0,0,0,0,0,0,0,0,1,42,74,Success
Farmeron,CA,Mountain View,2010-12-01,2010-10-01,2012-05-10,5,1415000,analytics,operating,0,0,0,0,0,0,0,0,0,1,2,17,Failure
Farmigo,CA,Palo Alto,2009-08-01,2009-08-01,2012-07-01,2,10000000,hospitality,operating,0,0,0,0,0,0,0,0,0,1,0,35,Success
Fashion Playtes,MA,Salem,2008-05-01,2009-08-14,2013-07-03,4,11559349,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,15,62,Success
Fashion Project,MA,Cambridge,2011-01-01,2012-08-23,2013-04-09,2,1800000,fashion,operating,0,0,0,0,0,0,0,0,0,1,19,27,Failure
Fashism,NY,New York,2009-01-01,2010-11-19,2010-11-19,1,1000000,fashion,closed,0,0,0,0,0,0,0,0,0,1,22,22,Failure
Fast Society,NY,New York,2009-08-01,2010-11-01,2010-11-01,1,275000,messaging,operating,0,0,0,0,0,0,0,0,0,1,15,15,Failure
FastCustomer,WA,Washington,2011-01-01,2011-09-08,2011-09-08,1,750000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,8,8,Failure
FastScaleTechnology,CA,Santa Clara,2006-01-01,2007-03-28,2009-04-14,2,12000000,software,acquired,1,0,0,0,0,0,0,0,0,0,14,39,Success
FastSoft,CA,Pasadena,2006-01-01,2007-06-11,2012-09-04,4,5965000,software,acquired,1,0,0,0,0,0,0,0,0,0,17,80,Success
Fastly,CA,San Francisco,2011-03-08,2011-01-01,2013-06-05,3,14000000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,2,27,Success
Fastmobile,IL,Rolling Meadows,2003-01-01,2005-05-16,2005-05-16,1,12000000,software,operating,1,0,0,0,0,0,0,0,0,0,28,28,Success
Fat Spaniel Technologies,CA,San Jose,2003-01-01,2006-10-16,2009-12-11,4,32630837,cleantech,acquired,0,0,0,0,0,0,0,0,0,1,45,83,Success
FatTail,CA,Woodland Hills,2001-01-01,2008-10-15,2008-10-15,1,3500000,web,operating,0,1,0,0,0,0,0,0,0,0,93,93,Failure
Fate Therapeutics,CA,La Jolla,2007-01-01,2007-11-29,2013-08-14,4,71200000,biotech,ipo,0,0,0,0,0,0,0,1,0,0,10,79,Success
Fathom Online,CA,San Francisco,2002-01-01,2004-07-01,2004-07-01,1,6000000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,30,30,Success
Faves,WA,Seattle,2004-12-01,2004-01-01,2004-01-01,1,1500000,web,closed,0,1,0,0,0,0,0,0,0,0,11,11,Failure
Fe3 Medical,CA,San Jose,2008-01-01,2010-09-28,2010-09-28,1,2800000,biotech,operating,0,0,0,0,0,0,0,1,0,0,32,32,Failure
Feathr,FL,Gainesville,2011-01-01,2012-06-01,2013-06-05,4,80606,mobile,operating,0,0,1,0,0,0,0,0,0,0,17,29,Failure
FedBid,VA,Vienna,2001-01-01,2005-12-14,2012-01-18,2,2000000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,59,132,Failure
Federated Media,CA,San Francisco,2005-01-01,2005-06-16,2008-04-01,4,57450000,advertising,operating,0,0,0,0,1,0,0,0,0,0,5,39,Success
Federated Sample,LA,New Orleans,2010-08-16,2011-11-08,2011-11-08,1,2800000,web,operating,0,1,0,0,0,0,0,0,0,0,15,15,Failure
FeeFighters,IL,Chicago,2009-01-01,2010-05-01,2011-01-12,3,1525000,ecommerce,acquired,0,0,0,0,0,0,1,0,0,0,16,24,Success
FeedBurner,IL,Chicago,2004-02-01,2004-06-01,2005-04-01,2,8000000,web,acquired,0,1,0,0,0,0,0,0,0,0,4,14,Success
Feedjit,WA,Sammamish,2007-07-01,2008-01-05,2008-01-05,1,450000,web,operating,0,1,0,0,0,0,0,0,0,0,6,6,Failure
Feedtrace,NY,New York,2009-08-10,2010-03-01,2010-03-01,1,130000,web,acquired,0,1,0,0,0,0,0,0,0,0,7,7,Success
Fetch MD,TX,Dallas,2013-05-15,2013-06-07,2013-06-07,1,25000,health,operating,0,0,0,0,0,0,0,0,0,1,1,1,Failure
FetchBack,AZ,Tempe,2007-04-01,2008-01-01,2008-01-01,1,1000000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,9,9,Success
Fetchnotes,MA,Cambridge,2011-03-01,2012-08-03,2012-08-23,2,18000,mobile,operating,0,0,1,0,0,0,0,0,0,0,17,17,Failure
FibeRio,TX,McAllen,2009-01-01,2011-09-27,2013-02-25,2,16639122,nanotech,operating,0,0,0,0,0,0,0,0,0,1,32,49,Success
FiberZone Networks,MD,Bethesda,2003-01-01,2003-04-01,2013-02-25,4,34442442,analytics,operating,0,0,0,0,0,0,0,0,0,1,3,121,Success
FibroGen,CA,San Francisco,1993-01-01,2005-02-16,2012-07-27,2,106023000,biotech,operating,0,0,0,0,0,0,0,1,0,0,145,234,Success
Fibroblast,IL,Chicago,2010-01-01,2012-06-01,2012-06-01,1,75000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,29,29,Failure
Fidelis,CA,San Francisco,2011-04-01,2011-04-01,2013-05-01,2,8500000,education,operating,0,0,0,0,0,0,0,0,0,1,0,25,Success
Fidelis Security Systems,MD,Bethesda,2002-01-01,2005-05-16,2010-04-13,3,28415704,enterprise,operating,0,0,0,1,0,0,0,0,0,0,40,99,Success
Fidelis SeniorCare,IL,Schaumburg,2004-01-01,2012-10-02,2013-07-11,3,37909849,health,operating,0,0,0,0,0,0,0,0,0,1,105,114,Success
Field Agent,AR,Fayetteville,2010-04-17,2013-03-08,2013-03-08,1,2500000,mobile,operating,0,0,1,0,0,0,0,0,0,0,35,35,Failure
FieldLens,NY,New York,2011-11-30,2011-12-01,2013-08-07,3,4210001,mobile,operating,0,0,1,0,0,0,0,0,0,0,1,21,Failure
FieldSolutions,MN,Minnetonka,2006-01-01,2010-07-01,2010-07-01,1,1500000,hardware,operating,0,0,0,0,0,0,0,0,0,1,54,54,Failure
FieldView Solutions,NJ,Edison,2006-01-01,2009-12-17,2011-06-14,2,4750000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,47,65,Failure
Fieldglass,IL,Chicago,1999-11-12,2005-01-18,2005-01-18,1,11000000,software,operating,1,0,0,0,0,0,0,0,0,0,62,62,Success
FiftyThree,NY,New York City,2011-01-01,2012-04-01,2013-06-18,2,15100000,software,operating,1,0,0,0,0,0,0,0,0,0,15,29,Success
Fiksu,MA,Boston,2008-12-01,2010-02-18,2012-07-02,3,16749993,mobile,operating,0,0,1,0,0,0,0,0,0,0,14,43,Success
